,Prompt,Correct Object,GPT-reply,Status
439,"Renzo Piano:(1937-09-14)::John Le Carre:X; X is
1) 1937-11-20
2) 1958-06-05
3) 1931-10-19
4) 1953-03-02",1931-10-19,3) 1931-10-19,True
440,"John Le Carre:(1931-10-19)::Julie Harris:X; X is
1) 1917-06-30
2) 1963-06-26
3) 1925-12-02
4) 1954-12-28",1925-12-02,3) 1925-12-02,True
441,"Julie Harris:(1925-12-02)::Virginia Postrel:X; X is
1) 1960-08-04
2) 1960-01-14
3) 1946-07-11
4) 1938-03-07",1960-01-14,1) 1960-08-04,False
442,"Virginia Postrel:(1960-01-14)::Sid Caesar:X; X is
1) 1927-04-27
2) 1946-12-05
3) 1927-09-16
4) 1922-09-08",1922-09-08,4) 1922-09-08,True
443,"Sid Caesar:(1922-09-08)::Barbara Boxer:X; X is
1) 1963-12-29
2) 1944-01-25
3) 1940-11-11
4) 1952-09-25",1940-11-11,2) 1944-01-25,False
444,"Barbara Boxer:(1940-11-11)::James Gorman:X; X is
1) 1931-05-27
2) 1937-01-01
3) 1940-12-21
4) 1958-07-14",1958-07-14,4) 1958-07-14,True
445,"James Gorman:(1958-07-14)::David Duval:X; X is
1) 1952-04-10
2) 1961-03-29
3) 1959-04-25
4) 1971-11-09",1971-11-09,4) 1971-11-09,True
446,"David Duval:(1971-11-09)::Marv Albert:X; X is
1) 1972-05-01
2) 1948-08-19
3) 1941-06-12
4) 1981-08-08",1941-06-12,3) 1941-06-12,True
447,"Marv Albert:(1941-06-12)::D Wayne Lukas:X; X is
1) 1963-03-19
2) 1932-08-11
3) 1956-08-04
4) 1935-09-02",1935-09-02,2) 1932-08-11,False
448,"D Wayne Lukas:(1935-09-02)::Abdelbaset Ali Mohmed al- Megrahi:X; X is
1) 1952-04-01
2) 1955-02-21
3) 1942-03-29
4) 1979-01-16",1952-04-01,2) 1955-02-21,False
449,"Abdelbaset Ali Mohmed al- Megrahi:(1952-04-01)::Randy Moss:X; X is
1) 1962-02-23
2) 1959-10-05
3) 1938-10-03
4) 1977-02-13",1977-02-13,4) 1977-02-13,True
450,"Randy Moss:(1977-02-13)::Emily Dickinson:X; X is
1) 1830-12-10
2) 1953-12-06
3) 1944-01-25
4) 1957-08-09",1830-12-10,1) 1830-12-10,True
451,"Emily Dickinson:(1830-12-10)::Ray Bourque:X; X is
1) 1954-10-11
2) 1899-05-10
3) 1970-04-29
4) 1960-12-28",1960-12-28,1) 1954-10-11,False
452,"Ray Bourque:(1960-12-28)::Luis Echeverria:X; X is
1) 1956-05-17
2) 1564-01-01
3) 1926-10-15
4) 1922-01-17",1922-01-17,3) 1926-10-15,False
453,"Luis Echeverria:(1922-01-17)::Betsey Johnson:X; X is
1) 1889-03-12
2) 1928-07-26
3) 1928-05-08
4) 1942-08-10",1942-08-10,4) 1942-08-10,True
454,"Betsey Johnson:(1942-08-10)::Constance Baker Motley:X; X is
1) 1927-01-17
2) 1921-09-14
3) 1926-06-03
4) 1959-10-15",1921-09-14,2) 1921-09-14,True
455,"Constance Baker Motley:(1921-09-14)::Tom Glavine:X; X is
1) 1966-03-25
2) 1917-12-18
3) 1913-01-09
4) 1949-05-25",1966-03-25,1) 1966-03-25,True
456,"Tom Glavine:(1966-03-25)::Sally Mann:X; X is
1) 1966-10-09
2) 1951-01-01
3) 1954-10-11
4) 1958-12-31",1951-01-01,3) 1954-10-11,False
457,"Sally Mann:(1951-01-01)::Claude Chabrol:X; X is
1) 1934-08-25
2) 1930-06-24
3) 1946-06-24
4) 1960-01-15",1930-06-24,2) 1930-06-24,True
458,"Claude Chabrol:(1930-06-24)::Thomas S Gulotta:X; X is
1) 1952-10-21
2) 1931-03-11
3) 1947-02-18
4) 1944-04-27",1944-04-27,3) 1947-02-18,False
459,"Thomas S Gulotta:(1944-04-27)::Peter Eisenman:X; X is
1) 1959-04-30
2) 1943-02-03
3) 1974-11-22
4) 1932-08-11",1932-08-11,4) 1932-08-11,True
460,"Peter Eisenman:(1932-08-11)::John P Murtha:X; X is
1) 1939-10-28
2) 1890-10-02
3) 1932-06-17
4) 1961-08-13",1932-06-17,3) 1932-06-17,True
461,"John P Murtha:(1932-06-17)::Hal R Varian:X; X is
1) 1955-04-28
2) 1940-11-11
3) 1946-02-28
4) 1947-03-18",1947-03-18,3) 1946-02-28,False
462,"Hal R Varian:(1947-03-18)::George S Kaufman:X; X is
1) 1913-08-04
2) 1912-07-14
3) 1934-10-04
4) 1889-11-16",1889-11-16,2) 1912-07-14,False
463,"George S Kaufman:(1889-11-16)::Noel Coward:X; X is
1) 1955-11-06
2) 1899-12-16
3) 1976-06-08
4) 1975-03-18",1899-12-16,2) 1899-12-16,True
464,"Noel Coward:(1899-12-16)::David Halberstam:X; X is
1) 1960-01-14
2) 1901-06-24
3) 1931-05-06
4) 1934-04-10",1934-04-10,3) 1931-05-06,False
465,"David Halberstam:(1934-04-10)::Lynn Ahrens:X; X is
1) 1943-11-12
2) 1948-10-01
3) 1908-01-15
4) 1948-11-20",1948-10-01,2) 1948-10-01,True
466,"Lynn Ahrens:(1948-10-01)::Richard Milhous Nixon:X; X is
1) 1923-07-22
2) 1939-07-21
3) 1942-03-22
4) 1913-01-09",1913-01-09,4) 1913-01-09,True
467,"Richard Milhous Nixon:(1913-01-09)::Tipper Gore:X; X is
1) 1948-08-19
2) 1871-07-10
3) 1970-11-09
4) 1969-04-06",1948-08-19,1) 1948-08-19,True
468,"Tipper Gore:(1948-08-19)::David Hyde Pierce:X; X is
1) 1959-04-03
2) 1959-04-25
3) 1939-05-04
4) 1945-06-19",1959-04-03,1) 1959-04-03,True
469,"David Hyde Pierce:(1959-04-03)::Todd Zeile:X; X is
1) 1948-12-03
2) 1965-09-09
3) 1945-01-30
4) 1937-01-18",1965-09-09,2) 1965-09-09,True
470,"Todd Zeile:(1965-09-09)::Richard A Posner:X; X is
1) 1964-01-26
2) 1977-01-11
3) 1943-01-17
4) 1939-01-11",1939-01-11,4) 1939-01-11,True
471,"Richard A Posner:(1939-01-11)::Bo Schembechler:X; X is
1) 1969-05-16
2) 1929-04-01
3) 1942-02-12
4) 1944-11-17",1929-04-01,2) 1929-04-01,True
472,"Bo Schembechler:(1929-04-01)::Ozzy Osbourne:X; X is
1) 1939-07-15
2) 1947-07-28
3) 1967-05-28
4) 1948-12-03",1948-12-03,2) 1947-07-28,False
473,"Ozzy Osbourne:(1948-12-03)::Paul Rudd:X; X is
1) 1982-11-08
2) 1918-01-26
3) 1953-11-28
4) 1969-04-06",1969-04-06,4) 1969-04-06,True
474,"Paul Rudd:(1969-04-06)::Martin McDonagh:X; X is
1) 1924-06-03
2) 1949-07-29
3) 1970-03-26
4) 1941-04-07",1970-03-26,3) 1970-03-26,True
475,"Martin McDonagh:(1970-03-26)::Alex Rodriguez:X; X is
1) 1944-11-17
2) 1927-09-16
3) 1975-07-27
4) 1888-09-26",1975-07-27,3) 1975-07-27,True
476,"Alex Rodriguez:(1975-07-27)::Trent Lott:X; X is
1) 1941-10-09
2) 1970-12-01
3) 1941-10-08
4) 1942-01-08",1941-10-09,1) 1941-10-09,True
477,"Trent Lott:(1941-10-09)::Angela Gheorghiu:X; X is
1) 1948-02-06
2) 1945-08-15
3) 1902-04-05
4) 1965-09-07",1965-09-07,1) 1948-02-06,False
478,"Angela Gheorghiu:(1965-09-07)::Richard Blumenthal:X; X is
1) 1946-01-23
2) 1946-02-13
3) 1948-01-27
4) 1954-12-28",1946-02-13,1) 1946-01-23,False
479,"Richard Blumenthal:(1946-02-13)::Sebastien Grosjean:X; X is
1) 1978-05-29
2) 1993-12-06
3) 1924-04-23
4) 1940-04-12",1978-05-29,1) 1978-05-29,True
480,"Sebastien Grosjean:(1978-05-29)::Tucker Carlson:X; X is
1) 1941-09-22
2) 1962-10-23
3) 1969-05-16
4) 1933-05-03",1969-05-16,3) 1969-05-16,True
481,"Tucker Carlson:(1969-05-16)::Dennis Conner:X; X is
1) 1948-06-28
2) 1890-10-02
3) 1942-09-16
4) 1812-02-07",1942-09-16,1) 1948-06-28,False
482,"Dennis Conner:(1942-09-16)::Joe Orton:X; X is
1) 1945-08-12
2) 1975-06-07
3) 1935-10-12
4) 1933-01-01",1933-01-01,1) 1945-08-12,False
483,"Joe Orton:(1933-01-01)::Oscar B Goodman:X; X is
1) 1939-07-26
2) 1975-06-07
3) 1923-03-05
4) 1897-09-25",1939-07-26,1) 1939-07-26,True
484,"Oscar B Goodman:(1939-07-26)::Eric K Shinseki:X; X is
1) 1964-09-02
2) 1952-11-07
3) 1971-04-29
4) 1942-11-28",1942-11-28,4) 1942-11-28,True
485,"Eric K Shinseki:(1942-11-28)::John W Kluge:X; X is
1) 1914-09-21
2) 1915-06-05
3) 1941-09-22
4) 1933-04-03",1914-09-21,1) 1914-09-21,True
486,"John W Kluge:(1914-09-21)::Lorrie Moore:X; X is
1) 1957-01-13
2) 1968-02-17
3) 1908-11-20
4) 1928-07-26",1957-01-13,1) 1957-01-13,True
487,"Lorrie Moore:(1957-01-13)::Bela Bartok:X; X is
1) 1946-07-06
2) 1918-02-01
3) 1881-03-25
4) 1960-03-14",1881-03-25,3) 1881-03-25,True
488,"Bela Bartok:(1881-03-25)::Clive Owen:X; X is
1) 1956-09-13
2) 1964-10-03
3) 1949-06-19
4) 1955-08-04",1964-10-03,1) 1956-09-13,False
489,"Clive Owen:(1964-10-03)::Gustav Mahler:X; X is
1) 1940-07-18
2) 1958-03-20
3) 1955-02-21
4) 1860-07-07",1860-07-07,4) 1860-07-07,True
490,"Gustav Mahler:(1860-07-07)::John Allen Muhammad:X; X is
1) 1940-02-08
2) 1960-12-31
3) 1940-07-23
4) 1950-04-19",1960-12-31,1) 1940-02-08,False
491,"John Allen Muhammad:(1960-12-31)::Marilyn Hall Patel:X; X is
1) 1934-11-24
2) 1938-01-01
3) 1849-01-22
4) 1961-11-04",1938-01-01,1) 1934-11-24,False
492,"Marilyn Hall Patel:(1938-01-01)::Leslie Moonves:X; X is
1) 1943-01-17
2) 1949-10-06
3) 1931-06-09
4) 1959-08-28",1949-10-06,2) 1949-10-06,True
493,"Leslie Moonves:(1949-10-06)::Mary J Blige:X; X is
1) 1931-06-09
2) 1881-03-25
3) 1937-09-14
4) 1971-01-11",1971-01-11,4) 1971-01-11,True
494,"Mary J Blige:(1971-01-11)::Martti Ahtisaari:X; X is
1) 1959-04-25
2) 1959-02-14
3) 1937-06-23
4) 1949-05-23",1937-06-23,3) 1937-06-23,True
495,"Martti Ahtisaari:(1937-06-23)::Juan Carlos Ferrero:X; X is
1) 1934-10-04
2) 1980-02-12
3) 1945-12-22
4) 1968-06-29",1980-02-12,2) 1980-02-12,True
496,"Juan Carlos Ferrero:(1980-02-12)::Sali Berisha:X; X is
1) 1944-10-15
2) 1986-02-08
3) 1919-10-22
4) 1948-11-20",1944-10-15,1) 1944-10-15,True
497,"Sali Berisha:(1944-10-15)::Nora Ephron:X; X is
1) 1973-05-24
2) 1922-03-12
3) 1941-05-19
4) 1946-10-08",1941-05-19,3) 1941-05-19,True
498,"Nora Ephron:(1941-05-19)::Joyce Carol Oates:X; X is
1) 1944-02-20
2) 1933-01-02
3) 1919-10-26
4) 1938-06-16",1938-06-16,4) 1938-06-16,True
499,"Joyce Carol Oates:(1938-06-16)::Harriet Beecher Stowe:X; X is
1) 1811-06-14
2) 1958-10-13
3) 1952-10-06
4) 1955-02-21",1811-06-14,1) 1811-06-14,True
500,"Harriet Beecher Stowe:(1811-06-14)::Charles Robert Darwin:X; X is
1) 1934-11-13
2) 1809-02-12
3) 1959-08-28
4) 1936-01-10",1809-02-12,2) 1809-02-12,True
501,"Charles Robert Darwin:(1809-02-12)::Mohammed Riza Pahlevi:X; X is
1) 1940-06-10
2) 1919-10-26
3) 1987-11-03
4) 1923-05-27",1919-10-26,2) 1919-10-26,True
502,"Mohammed Riza Pahlevi:(1919-10-26)::Christopher Reeve:X; X is
1) 1933-09-10
2) 1898-04-09
3) 1952-09-25
4) 1981-02-17",1952-09-25,3) 1952-09-25,True
503,"Christopher Reeve:(1952-09-25)::Olympia J Snowe:X; X is
1) 1953-10-12
2) 1938-03-02
3) 1947-02-21
4) 1946-01-23",1947-02-21,2) 1938-03-02,False
504,"Olympia J Snowe:(1947-02-21)::James Dimon:X; X is
1) 1956-03-13
2) 1936-08-11
3) 1916-04-05
4) 1938-08-09",1956-03-13,1) 1956-03-13,True
505,"James Dimon:(1956-03-13)::Robert Coover:X; X is
1) 1830-12-10
2) 1932-02-04
3) 1985-06-09
4) 1907-09-04",1932-02-04,2) 1932-02-04,True
506,"Robert Coover:(1932-02-04)::Mark Spitz:X; X is
1) 1943-02-22
2) 1944-09-01
3) 1963-03-19
4) 1950-02-10",1950-02-10,2) 1944-09-01,False
507,"Mark Spitz:(1950-02-10)::Todd Oldham:X; X is
1) 1925-12-02
2) 1977-06-08
3) 1968-07-03
4) 1961-10-22",1961-10-22,4) 1961-10-22,True
508,"Todd Oldham:(1961-10-22)::Leonel Fernandez:X; X is
1) 1964-08-02
2) 1953-12-26
3) 1961-03-29
4) 1882-06-17",1953-12-26,2) 1953-12-26,True
509,"Leonel Fernandez:(1953-12-26)::Marcel Proust:X; X is
1) 1976-06-08
2) 1971-02-24
3) 1871-07-10
4) 1947-01-01",1871-07-10,3) 1871-07-10,True
510,"Marcel Proust:(1871-07-10)::Laveranues Coles:X; X is
1) 1991-01-01
2) 1960-09-06
3) 1977-12-29
4) 1955-10-26",1977-12-29,3) 1977-12-29,True
511,"Laveranues Coles:(1977-12-29)::Lance Armstrong:X; X is
1) 1955-11-13
2) 1965-12-30
3) 1955-02-22
4) 1971-09-18",1971-09-18,4) 1971-09-18,True
512,"Lance Armstrong:(1971-09-18)::Steven Chu:X; X is
1) 1976-06-08
2) 1948-02-28
3) 1938-02-17
4) 1947-06-21",1948-02-28,2) 1948-02-28,True
513,"Steven Chu:(1948-02-28)::David Merrick:X; X is
1) 1911-11-27
2) 1916-08-14
3) 1967-12-06
4) 1944-03-24",1911-11-27,2) 1916-08-14,False
514,"David Merrick:(1911-11-27)::Jeff Hostetler:X; X is
1) 1949-06-02
2) 1939-07-15
3) 1955-03-17
4) 1961-04-22",1961-04-22,4) 1961-04-22,True
515,"Jeff Hostetler:(1961-04-22)::Jerry Falwell:X; X is
1) 1933-08-11
2) 1942-01-05
3) 1941-10-25
4) 1950-08-03",1933-08-11,1) 1933-08-11,True
516,"Jerry Falwell:(1933-08-11)::Margaret C Whitman:X; X is
1) 1956-08-04
2) 1951-11-22
3) 1940-07-23
4) 1822-04-27",1956-08-04,2) 1951-11-22,False
517,"Margaret C Whitman:(1956-08-04)::Helmut Kohl:X; X is
1) 1943-07-11
2) 1934-04-10
3) 1930-04-03
4) 1926-08-03",1930-04-03,4) 1926-08-03,False
518,"Helmut Kohl:(1930-04-03)::Des Mcanuff:X; X is
1) 1979-01-15
2) 1952-06-19
3) 1946-07-04
4) 1967-02-19",1952-06-19,2) 1952-06-19,True
519,"Des Mcanuff:(1952-06-19)::Harry Wu:X; X is
1) 1971-09-13
2) 1937-01-01
3) 1977-04-21
4) 1981-06-18",1937-01-01,2) 1937-01-01,True
520,"Harry Wu:(1937-01-01)::William Kristol:X; X is
1) 1948-01-01
2) 1952-12-23
3) 1970-10-08
4) 1942-02-19",1952-12-23,2) 1952-12-23,True
521,"William Kristol:(1952-12-23)::Howard Stringer:X; X is
1) 1905-05-22
2) 1962-10-16
3) 1947-11-13
4) 1942-02-19",1942-02-19,4) 1942-02-19,True
522,"Howard Stringer:(1942-02-19)::Kweisi Mfume:X; X is
1) 1959-02-14
2) 1944-05-14
3) 1948-10-24
4) 1933-06-20",1948-10-24,2) 1944-05-14,False
523,"Kweisi Mfume:(1948-10-24)::Jack Lemmon:X; X is
1) 1944-07-21
2) 1933-04-03
3) 1925-02-08
4) 1954-10-29",1925-02-08,3) 1925-02-08,True
524,"Jack Lemmon:(1925-02-08)::Gulbuddin Hekmatyar:X; X is
1) 1938-03-02
2) 1947-01-01
3) 1947-06-06
4) 1938-01-01",1947-01-01,3) 1947-06-06,False
525,"Gulbuddin Hekmatyar:(1947-01-01)::Andrew C Revkin:X; X is
1) 1956-01-01
2) 1938-08-29
3) 1965-10-05
4) 1930-09-07",1956-01-01,1) 1956-01-01,True
526,"Andrew C Revkin:(1956-01-01)::Frank J Macchiarola:X; X is
1) 1941-04-07
2) 1947-07-09
3) 1964-12-10
4) 1941-09-16",1941-04-07,4) 1941-09-16,False
527,"Frank J Macchiarola:(1941-04-07)::David M Childs:X; X is
1) 1961-07-23
2) 1921-10-18
3) 1941-04-01
4) 1931-01-16",1941-04-01,2) 1921-10-18,False
528,"David M Childs:(1941-04-01)::Renee Fleming:X; X is
1) 1955-02-23
2) 1959-02-14
3) 1970-11-06
4) 1975-07-27",1959-02-14,2) 1959-02-14,True
529,"Renee Fleming:(1959-02-14)::Oscar Pistorius:X; X is
1) 1918-08-30
2) 1952-11-07
3) 1966-01-01
4) 1986-11-22",1986-11-22,4) 1986-11-22,True
530,"Oscar Pistorius:(1986-11-22)::Howard L Berman:X; X is
1) 1888-07-23
2) 1901-06-24
3) 1941-04-15
4) 1953-01-01",1941-04-15,3) 1941-04-15,True
531,"Howard L Berman:(1941-04-15)::Greg Osby:X; X is
1) 1960-08-03
2) 1893-08-17
3) 1941-08-02
4) 1632-10-31",1960-08-03,1) 1960-08-03,True
532,"Greg Osby:(1960-08-03)::Ulysses S Grant:X; X is
1) 1947-06-21
2) 1822-04-27
3) 1951-12-08
4) 1982-02-10",1822-04-27,2) 1822-04-27,True
533,"Ulysses S Grant:(1822-04-27)::Stanley Fischer:X; X is
1) 1947-06-06
2) 1943-10-15
3) 1971-11-09
4) 1943-03-09",1943-10-15,2) 1943-10-15,True
534,"Stanley Fischer:(1943-10-15)::Tom Tancredo:X; X is
1) 1945-12-20
2) 1981-02-24
3) 1940-11-11
4) 1963-05-10",1945-12-20,1) 1945-12-20,True
535,"Tom Tancredo:(1945-12-20)::Cynthia Nixon:X; X is
1) 1966-04-09
2) 1936-07-20
3) 1968-02-17
4) 1969-10-19",1966-04-09,1) 1966-04-09,True
536,"Cynthia Nixon:(1966-04-09)::Amanda Hesser:X; X is
1) 1944-01-25
2) 1971-01-01
3) 1928-01-02
4) 1941-10-16",1971-01-01,2) 1971-01-01,True
537,"Amanda Hesser:(1971-01-01)::Willie Mays:X; X is
1) 1931-05-06
2) 1945-03-29
3) 1971-08-31
4) 1948-07-21",1931-05-06,1) 1931-05-06,True
538,"Willie Mays:(1931-05-06)::Pierce Brosnan:X; X is
1) 1940-10-20
2) 1953-05-16
3) 1963-08-09
4) 1888-05-11",1953-05-16,2) 1953-05-16,True
539,"Pierce Brosnan:(1953-05-16)::Chuck Knoblauch:X; X is
1) 1564-01-01
2) 1903-06-19
3) 1941-06-19
4) 1968-07-07",1968-07-07,4) 1968-07-07,True
540,"Chuck Knoblauch:(1968-07-07)::Carlos Slim Helu:X; X is
1) 1960-07-17
2) 1938-05-25
3) 1940-01-28
4) 1968-02-17",1940-01-28,2) 1938-05-25,False
541,"Carlos Slim Helu:(1940-01-28)::Boris Trajkovski:X; X is
1) 1956-06-25
2) 1946-04-11
3) 1937-11-20
4) 1924-12-25",1956-06-25,2) 1946-04-11,False
542,"Boris Trajkovski:(1956-06-25)::John J LaFalce:X; X is
1) 1945-12-20
2) 1976-04-13
3) 1900-11-14
4) 1939-10-06",1939-10-06,4) 1939-10-06,True
543,"John J LaFalce:(1939-10-06)::Ruth Laredo:X; X is
1) 1929-12-06
2) 1940-03-24
3) 1947-04-12
4) 1937-11-20",1937-11-20,2) 1940-03-24,False
544,"Ruth Laredo:(1937-11-20)::Robert B Reich:X; X is
1) 1946-06-24
2) 1970-10-08
3) 1955-11-13
4) 1939-04-20",1946-06-24,1) 1946-06-24,True
545,"Robert B Reich:(1946-06-24)::Daw Aung San Suu Kyi:X; X is
1) 1941-09-28
2) 1978-08-04
3) 1945-06-19
4) 1984-01-18",1945-06-19,1) 1941-09-28,False
546,"Daw Aung San Suu Kyi:(1945-06-19)::Narciso Rodriguez:X; X is
1) 1917-08-14
2) 1952-11-06
3) 1961-01-27
4) 1923-05-10",1961-01-27,2) 1952-11-06,False
547,"Narciso Rodriguez:(1961-01-27)::Aaron Copland:X; X is
1) 1929-11-30
2) 1921-01-31
3) 1932-06-17
4) 1900-11-14",1900-11-14,4) 1900-11-14,True
548,"Aaron Copland:(1900-11-14)::Joseph Heller:X; X is
1) 1923-05-01
2) 1944-03-26
3) 1920-03-11
4) 1924-09-28",1923-05-01,3) 1920-03-11,False
549,"Joseph Heller:(1923-05-01)::Cameron Diaz:X; X is
1) 1950-02-10
2) 1972-08-30
3) 1962-08-04
4) 1939-01-01",1972-08-30,2) 1972-08-30,True
550,"Cameron Diaz:(1972-08-30)::Danny Aiello:X; X is
1) 1933-06-20
2) 1973-06-12
3) 1981-07-08
4) 1977-06-24",1933-06-20,1) 1933-06-20,True
551,"Danny Aiello:(1933-06-20)::Lindsay Davenport:X; X is
1) 1952-06-19
2) 1958-12-06
3) 1972-11-29
4) 1976-06-08",1976-06-08,4) 1976-06-08,True
552,"Lindsay Davenport:(1976-06-08)::Ravi Shankar:X; X is
1) 1916-05-04
2) 1902-11-21
3) 1977-06-24
4) 1990-10-24",1990-10-24,1) 1916-05-04,False
553,"Ravi Shankar:(1990-10-24)::Leon E Panetta:X; X is
1) 1908-01-15
2) 1984-10-26
3) 1938-06-28
4) 1962-01-17",1938-06-28,3) 1938-06-28,True
554,"Leon E Panetta:(1938-06-28)::William Langewiesche:X; X is
1) 1943-05-10
2) 1924-12-25
3) 1955-06-12
4) 1958-08-30",1955-06-12,3) 1955-06-12,True
555,"William Langewiesche:(1955-06-12)::Douglas Brinkley:X; X is
1) 1941-04-01
2) 1948-10-24
3) 1960-12-14
4) 1940-11-06",1960-12-14,3) 1960-12-14,True
556,"Douglas Brinkley:(1960-12-14)::William E Colby:X; X is
1) 1920-01-04
2) 1848-02-18
3) 1954-09-28
4) 1976-12-01",1920-01-04,1) 1920-01-04,True
557,"William E Colby:(1920-01-04)::Sabrina Tavernise:X; X is
1) 1937-11-20
2) 1971-02-24
3) 1951-05-13
4) 1952-04-10",1971-02-24,2) 1971-02-24,True
558,"Sabrina Tavernise:(1971-02-24)::Alan Garcia:X; X is
1) 1937-01-01
2) 1949-05-23
3) 1948-03-16
4) 1916-04-05",1949-05-23,2) 1949-05-23,True
559,"Alan Garcia:(1949-05-23)::Vladimiro Montesinos:X; X is
1) 1982-01-05
2) 1967-06-20
3) 1975-10-14
4) 1946-05-20",1946-05-20,4) 1946-05-20,True
560,"Vladimiro Montesinos:(1946-05-20)::Harold Bloom:X; X is
1) 1982-06-01
2) 1971-11-09
3) 1925-10-27
4) 1930-07-11",1930-07-11,3) 1925-10-27,False
561,"Harold Bloom:(1930-07-11)::Jerry Colangelo:X; X is
1) 1918-03-20
2) 1947-12-12
3) 1939-11-20
4) 1958-05-04",1939-11-20,2) 1947-12-12,False
562,"Jerry Colangelo:(1939-11-20)::Lloyd C Blankfein:X; X is
1) 1975-03-24
2) 1932-11-04
3) 1949-06-28
4) 1954-09-20",1954-09-20,4) 1954-09-20,True
563,"Lloyd C Blankfein:(1954-09-20)::Max Beckmann:X; X is
1) 1951-07-28
2) 1929-09-08
3) 1842-05-12
4) 1884-02-12",1884-02-12,4) 1884-02-12,True
564,"Max Beckmann:(1884-02-12)::Ali Akbar Hashemi Rafsanjani:X; X is
1) 1933-09-23
2) 1934-08-25
3) 1917-11-20
4) 1987-11-03",1934-08-25,3) 1917-11-20,False
565,"Ali Akbar Hashemi Rafsanjani:(1934-08-25)::Don Baylor:X; X is
1) 1944-07-21
2) 1941-10-25
3) 1949-06-28
4) 1929-03-04",1949-06-28,1) 1944-07-21,False
566,"Don Baylor:(1949-06-28)::Jana Novotna:X; X is
1) 1968-10-02
2) 1953-03-16
3) 1973-02-26
4) 1969-05-27",1968-10-02,4) 1969-05-27,False
567,"Jana Novotna:(1968-10-02)::Ralph Branca:X; X is
1) 1926-01-06
2) 1940-04-12
3) 1955-03-17
4) 1930-03-22",1926-01-06,1) 1926-01-06,True
568,"Ralph Branca:(1926-01-06)::Dennis J Kucinich:X; X is
1) 1960-08-03
2) 1946-10-08
3) 1945-02-14
4) 1967-08-20",1946-10-08,2) 1946-10-08,True
569,"Dennis J Kucinich:(1946-10-08)::Michael O Leavitt:X; X is
1) 1939-10-18
2) 1951-02-11
3) 1947-06-21
4) 1960-12-14",1951-02-11,2) 1951-02-11,True
570,"Michael O Leavitt:(1951-02-11)::Kurt Busch:X; X is
1) 1928-02-15
2) 1978-08-04
3) 1917-12-18
4) 1894-09-15",1978-08-04,2) 1978-08-04,True
571,"Kurt Busch:(1978-08-04)::Vojislav Seselj:X; X is
1) 1959-02-14
2) 1953-11-21
3) 1954-10-11
4) 1946-07-26",1954-10-11,2) 1953-11-21,False
572,"Vojislav Seselj:(1954-10-11)::Keith Lockhart:X; X is
1) 1972-05-01
2) 1925-10-24
3) 1920-03-11
4) 1959-11-07",1959-11-07,4) 1959-11-07,True
573,"Keith Lockhart:(1959-11-07)::Martha Stewart:X; X is
1) 1921-11-24
2) 1941-08-03
3) 1953-01-23
4) 1956-01-01",1941-08-03,2) 1941-08-03,True
574,"Martha Stewart:(1941-08-03)::John R Bolton:X; X is
1) 1949-06-02
2) 1964-07-22
3) 1948-11-20
4) 1971-12-24",1948-11-20,3) 1948-11-20,True
575,"John R Bolton:(1948-11-20)::Mae West:X; X is
1) 1951-01-12
2) 1940-09-11
3) 1982-01-05
4) 1893-08-17",1893-08-17,4) 1893-08-17,True
576,"Mae West:(1893-08-17)::Jacob J Chestnut:X; X is
1) 1976-12-01
2) 1940-04-28
3) 1972-02-22
4) 1965-09-07",1940-04-28,2) 1940-04-28,True
577,"Jacob J Chestnut:(1940-04-28)::Vladimir Ashkenazy:X; X is
1) 1971-09-13
2) 1952-01-01
3) 1951-05-16
4) 1937-07-06",1937-07-06,4) 1937-07-06,True
578,"Vladimir Ashkenazy:(1937-07-06)::Kenneth T Jackson:X; X is
1) 1933-06-10
2) 1939-01-01
3) 1943-03-09
4) 1919-10-22",1939-01-01,2) 1939-01-01,True
579,"Kenneth T Jackson:(1939-01-01)::Melanie Griffith:X; X is
1) 1957-08-09
2) 1940-06-22
3) 1949-06-19
4) 1968-09-10",1957-08-09,1) 1957-08-09,True
580,"Melanie Griffith:(1957-08-09)::James Risen:X; X is
1) 1977-12-29
2) 1955-01-01
3) 1959-06-10
4) 1954-10-29",1955-01-01,3) 1959-06-10,False
581,"James Risen:(1955-01-01)::Richard Pipes:X; X is
1) 1923-07-11
2) 1930-06-20
3) 1968-11-18
4) 1926-09-23",1923-07-11,1) 1923-07-11,True
582,"Richard Pipes:(1923-07-11)::Eartha Kitt:X; X is
1) 1958-10-13
2) 1927-01-17
3) 1930-01-23
4) 1952-12-27",1927-01-17,2) 1927-01-17,True
583,"Eartha Kitt:(1927-01-17)::John Edwards:X; X is
1) 1949-06-08
2) 1976-06-08
3) 1946-02-28
4) 1953-06-10",1953-06-10,1) 1949-06-08,False
584,"John Edwards:(1953-06-10)::Robert E Brennan:X; X is
1) 1942-02-19
2) 1944-01-01
3) 1967-01-01
4) 1963-04-09",1944-01-01,1) 1942-02-19,False
585,"Robert E Brennan:(1944-01-01)::David Beckham:X; X is
1) 1945-06-19
2) 1975-05-02
3) 1948-02-06
4) 1971-03-31",1975-05-02,2) 1975-05-02,True
586,"David Beckham:(1975-05-02)::Rick Dipietro:X; X is
1) 1952-04-24
2) 1946-09-17
3) 1981-09-19
4) 1860-07-07",1981-09-19,3) 1981-09-19,True
